locationID,categoryID,price
2266,52,2516
2942,24,2763
240,16,2158
415,33,7212
1263,14,4815
3317,30,5305
1352,45,9267
1312,37,2013
2637,2,9120
876,13,739
3008,53,4255
781,59,7527
3351,11,3632
512,24,2034
1794,44,7973
3471,14,2011
1320,46,6154
2347,29,9525
3981,1,7550
3711,43,2483
2186,37,6161
1960,54,2259
478,50,2325
1073,28,7266
450,9,4102
1276,29,5049
3610,52,4075
2430,16,6538
784,24,8593
1469,32,1023
3794,40,9992
768,28,2655
3282,55,5420
2981,60,1050
1657,38,2244
2659,8,3063
705,31,7145
2927,59,9512
2905,21,3495
3326,41,6421
1385,8,7097
221,12,8930
289,32,7590
2086,26,9667
1913,50,7949
1110,17,3321
1922,50,1148
23,11,7860
241,48,549
3009,5,4628
3526,59,7897
1263,58,594
3707,57,1991
1348,10,6698
392,24,2154
387,19,6762
2052,19,2271
2770,15,6760
763,28,6608
3900,1,7522
862,14,3657
3480,7,4174
180,22,2400
411,57,4984
1162,49,6471
3715,47,2142
3516,49,9865
2946,47,6456
1791,58,8036
224,50,7204
3562,10,6934
2903,48,691
2685,48,3156
697,4,5452
859,5,7732
1327,58,5842
2044,37,2399
3097,47,3327
3179,33,4135
1021,44,4212
3319,16,8766
1866,7,6449
370,1,6582
3142,56,9479
313,18,5218
2827,39,6599
683,35,3912
1404,17,2420
1526,30,1278
911,1,6956
3746,54,8086
3915,46,748
3125,47,7552
1757,37,9757
2772,35,2637
603,25,3879
1094,31,4547
2328,33,6301
2063,39,8876
3225,45,737
1947,57,3395
2373,40,1259
3246,3,6897
945,15,5326
3743,34,4714
3390,44,3966
1267,61,1729
2988,40,9120
132,39,1105
836,52,4943
1589,23,4516
1164,9,6518
3744,26,9403
1636,28,3209
2371,11,7020
2617,21,5766
3187,30,3487
726,53,5915
2475,19,9503
1943,13,9235
2783,13,7773
331,28,2248
3352,29,1069
842,20,8505
1359,51,6208
397,53,3717
1335,20,9348
1190,53,9480
907,36,3558
2551,53,9520
3246,48,5577
1424,37,2103
3603,13,9855
1856,22,9637
966,24,7701
1188,17,4775
1427,44,2519
2750,8,8044
1252,17,9762
1663,16,3991
2431,14,7818
3978,59,3867
2969,45,6000
2806,10,3893
1496,15,828
3667,31,9450
338,41,7010
395,40,7237
3901,52,9109
2243,46,2986
3796,23,9202
2425,61,7751
2467,17,8576
1054,31,1502
1299,40,4935
2473,21,6895
974,25,6762
3602,2,5399
2970,1,6325
1109,19,3289
2606,4,8783
3586,10,9728
3353,12,9841
791,48,2696
3524,33,9944
3850,6,5250
1927,50,7814
105,40,9756
1194,27,7086
294,39,975
1165,39,6246
1107,41,6233
1035,51,4548
3807,13,8083
2103,57,7671
905,44,2545
2741,8,8866
2147,36,4262
984,59,3794
2018,10,4655
3053,46,8211
2240,13,1377
3749,29,1763
3542,48,7966
3671,23,7764
3457,25,4820
699,15,1828
2740,4,5602
3165,50,734
3508,44,6115
1481,19,8842
1111,26,6033
250,41,3234
2887,55,4892
2503,8,1727
2735,45,2384
2562,55,1432
1022,22,1778
3803,36,4657
2271,20,3705
2007,40,8751
172,5,4778
2607,6,3337
471,3,2039
3953,9,6344
138,14,6975
2175,48,3816
2590,5,4033
3712,40,7218
3533,8,587
3978,21,9826
3818,29,1187
1829,33,2112
3358,60,9766
2409,23,8062
2201,61,8076
59,61,2341
3982,44,6241
3749,8,9497
1882,53,2114
2375,37,7247
1024,25,3116
3975,20,7331
537,23,8458
3817,43,3295
919,18,2119
52,29,5346
3164,11,2381
1481,19,7329
3747,58,6067
647,39,3784
766,10,2754
2271,23,2947
3562,26,1713
1917,3,5559
2296,33,5731
1593,21,7944
3206,56,6691
2899,2,4896
1737,23,7541
3372,29,9456
2305,28,6652
3600,36,8704
1868,35,3497
2690,2,8558
3958,61,2735
789,50,6339
595,60,5269
1390,59,7985
3797,53,979
2723,31,9712
2377,11,4375
2701,51,3145
1152,44,4213
1041,12,8292
840,28,9414
2086,11,4974
1602,10,4310
2527,55,3411
1374,17,9478
1078,6,2188
1048,47,2368
3269,45,758
868,41,2835
3963,1,6072
2652,12,6709
549,31,2745
976,30,1601
2624,30,3393
1126,26,5792
3821,6,1218
1302,51,8939
847,19,1202
3212,44,7903
3662,26,8560
3338,51,7368
380,8,4216
718,37,9631
3064,33,3233
2454,52,4695
1473,52,1463
1618,60,9935
2692,1,3865
2911,52,1899
173,13,7903
375,15,2051
1526,13,7280
1194,13,8713
1946,6,4745
1738,16,2582
1495,45,4019
121,35,9073
3895,10,6386
697,52,8326
3087,32,582
3208,39,5761
1819,48,8932
462,61,3601
2548,15,4842
1856,21,2481
3364,58,9845
2224,40,2972
3,50,7318
1835,16,6354
3521,46,1466
408,41,6003
3052,4,6746
509,61,2120
2407,46,7009
2818,50,4413
3086,57,1052
2333,7,7530
3298,51,9473
2607,56,7969
456,50,2580
3142,13,9262
1380,46,6380
2223,46,5079
2272,12,9213
2107,1,4110
3691,46,7884
2360,60,2262
2237,59,4211
2931,59,6710
2417,56,7364
3454,50,5023
2319,49,5127
3122,3,815
1319,25,3446
881,25,3564
2975,44,2749
937,52,7744
1093,6,4967
1473,38,8957
3371,42,709
230,28,8449
1956,26,5272
2325,24,8658
946,48,8847
2978,5,3105
569,10,7974
3331,48,8154
2655,38,6457
3234,1,7187
2625,14,5172
499,35,7598
3759,4,4855
2363,9,8636
2595,1,5951
676,33,5804
3823,41,9336
1510,18,1407
1103,7,738
3741,23,1592
1731,10,8359
3710,13,4490
951,58,5027
1317,37,5663
3979,33,2536
1996,32,586
350,29,8497
967,24,731
1124,19,2392
2848,34,1306
262,9,8368
561,34,1201
879,10,7553
1239,31,7261
1393,6,1506
2703,30,4961
501,30,2652
1738,9,9278
1275,54,8120
2579,26,6764
3537,7,9212
319,16,5133
2388,19,3602
3817,29,6146
822,7,8254
600,52,4989
2982,27,4288
1981,7,1552
1874,44,8732
3188,39,3216
2171,26,7715
2887,21,4170
1082,13,2172
3847,44,846
2425,19,7842
1294,47,8338
1689,13,5033
1592,21,5162
267,35,3220
1028,35,2466
1142,16,5326
3620,16,8073
1348,22,7608
2983,7,7477
1013,15,523
3206,39,9729
2409,59,5320
2893,55,9773
646,57,6979
2819,12,9101
2884,52,9719
2752,58,4187
123,40,1310
3171,12,2837
2508,34,5894
280,27,1693
969,51,1107
197,2,8053
3239,2,1971
3688,55,4605
2425,14,8915
1520,36,6234
767,42,3278
246,31,5325
2008,36,3010
2756,46,3289
3570,50,7555
3438,38,9563
1439,7,9601
2449,56,8578
3424,10,2951
2263,45,7176
2223,16,2736
3842,33,1774
270,14,3176
740,32,3481
3146,37,4782
3375,40,9168
2783,26,3702
2971,23,881
2637,34,7021
1162,45,8864
735,58,1641
3213,10,8233
2475,48,1295
1913,16,6421
1833,20,4813
3822,29,7548
2740,2,7774
2273,60,6046
3440,37,6117
1433,34,1498
1111,32,5696
1838,11,3769
2062,5,5801
2706,46,1350
781,21,6114
3963,18,1597
697,57,6256
2294,54,4040
3033,14,5708
1329,39,7955
2406,17,8984
1982,10,2645
3013,55,7212
265,55,4535
1524,9,4730
139,39,8163
239,30,2602
1450,10,9782
3016,4,4632
1716,50,3417
2025,50,9172
666,3,6424
3140,31,5535
2782,40,5156
3071,30,5497
1446,39,1727
3868,38,4614
1107,47,4966
1635,41,9877
3576,42,6511
3049,52,6226
2868,39,2205
1572,10,5415
1466,48,3492
410,12,9903
1498,19,8077
3750,43,8524
1885,3,1268
3915,39,4290
12,2,3672
3842,21,2554
3378,27,2775
1749,32,7582
444,57,7849
353,50,5223
2118,19,3447
3322,42,8271
3920,46,8541
3837,26,4120
1402,36,2140
3128,57,3885
627,24,2623
248,2,7229
1342,60,7889
544,61,5859
2084,11,1074
1644,46,7749
1761,31,1486
1903,10,7064
2555,26,5989
1868,25,829
1677,51,1579
820,24,1998
3674,48,1038
1368,2,565
182,45,1727
1367,43,5402
932,10,6387
1497,6,7912
3914,41,3933
2217,1,9949
807,14,6518
299,2,5185
811,23,5210
2794,7,9843
1,1,5604
648,53,7446
3302,47,2789
2833,58,7986
902,24,5574
883,23,9751
1873,59,2728
500,30,6177
1345,5,2839
3504,39,7991
2174,29,874
3442,55,6229
3002,28,7549
3859,18,1703
3297,5,9124
2164,20,6216
2697,13,1225
2230,26,8526
3942,5,3583
3698,26,9670
1714,1,6672
1964,22,2501
2054,25,1127
2262,11,3633
1961,57,5919
2009,21,5239
2472,18,1336
3469,12,1701
3559,16,8803
1728,54,1846
3364,56,1556
2501,42,6739
2430,27,3891
3876,39,9324
2457,21,2359
3570,34,4060
1978,52,6609
1796,12,1714
3863,47,7449
1307,34,3067
2612,38,850
2407,16,4230
2539,37,2014
2218,17,9781
2754,39,3149
1774,35,1143
262,45,2715
1074,40,4780
634,12,9835
3609,4,3174
3054,49,8286
3299,3,2708
2262,29,8099
411,21,9683
3844,17,1715
2531,18,6953
1675,20,5550
2511,54,2761
3116,52,3232
3588,41,4104
1558,18,9770
6,10,9695
823,58,884
736,27,9244
1058,56,1023
1162,3,538
2330,42,4315
2456,19,9195
1357,39,4374
3724,38,2792
1396,29,7068
159,61,4558
3394,52,1338
1444,4,2860
371,56,1581
3521,33,2351
1366,14,7877
3353,44,2137
423,54,3354
3547,33,2789
3713,1,3903
1223,56,7835
747,29,5170
630,41,2761
3235,53,1792
429,48,6860
234,50,1080
1608,1,7399
440,18,3228
1003,46,9721
3064,26,8424
2625,34,6717
2445,45,881
3095,57,3118
440,54,2729
3987,39,5817
3299,48,9526
1176,18,2838
2971,39,4045
1228,46,9175
1906,20,2278
1148,30,3907
615,25,5743
30,16,5706
3111,29,7361
251,10,5712
467,8,2997
2627,39,9030
133,16,4966
1355,7,2265
1278,1,2587
3299,16,7148
546,22,9173
2446,60,4495
1976,44,5083
415,57,7819
282,45,6566
2999,12,3597
672,44,1549
227,55,3785
3302,36,6332
1105,16,8964
3831,14,9944
2616,10,4466
1759,5,5422
3553,37,1206
2579,53,1790
3596,49,5461
1209,18,7451
2945,48,645
568,38,6845
3357,27,5791
3148,11,695
679,52,6311
1854,48,8627
1688,25,5114
3654,56,4339
794,38,8153
608,31,2747
3213,55,9317
498,38,9953
340,31,882
1926,54,5356
3483,26,1947
1047,13,7070
2724,26,8660
3632,55,9413
1072,13,6380
1799,9,3470
168,41,2060
2386,22,9343
3279,23,7038
183,46,6656
1996,52,1561
2960,37,3040
1625,47,3812
1553,44,2864
3909,19,8026
1093,56,8632
1229,31,4018
1595,6,1059
3551,40,9154
2415,45,5404
178,50,5930
489,51,9494
1820,33,1878
1500,19,3067
2311,33,7929
1616,14,2070
2724,2,9951
639,38,9582
2589,33,6248
3422,32,9396
259,9,1030
1378,55,9924
3782,25,8292
795,2,9974
1531,15,8587
3493,45,7426
2657,31,3289
249,14,2365
3703,17,6972
2679,6,3230
2669,23,9996
3681,18,3249
669,59,1282
702,50,1711
1787,55,6503
1694,37,7384
2822,39,4009
2735,48,991
1499,2,9083
2917,36,5331
1482,38,7746
1771,28,1568
1366,9,6789
3379,17,6389
3281,26,2687
1815,8,2644
627,60,5294
195,15,5793
2319,18,1942
841,32,7973
1103,26,6680
3643,6,5194
2791,33,6203
655,13,8201
1701,30,1896
546,47,8684
808,29,4727
1843,51,6793
2151,28,5809
3219,6,4956
3449,56,8937
628,55,8744
1124,5,2769
1508,2,3045
2439,16,6963
13,27,5315
2455,53,7586
3174,54,1035
3856,5,1619
3075,25,9261
1255,56,3790
3029,45,6551
2908,2,9358
3087,47,2839
3902,52,1488
3035,15,6410
2045,35,6942
777,19,4792
2887,32,5590
1370,41,4412
47,2,7402
3121,20,9417
330,48,9192
1857,37,6506
361,25,859
193,31,6828
1904,24,3950
2895,58,7290
2412,22,3484
1168,11,1525
1175,61,7746
3575,2,5574
3362,22,8133
1400,36,2569
1748,21,7313
3381,49,3431
972,24,6471
1308,55,3206
586,9,9997
425,60,5762
3696,10,1428
841,58,8428
3218,41,2278
2707,29,7943
574,39,9022
1525,60,9917
3800,14,1852
2678,7,8478
2027,3,7081
2116,44,5128
2188,12,677
2160,47,9463
3399,43,641
3018,12,3179
1136,36,1063
159,44,7751
1356,10,2940
3266,55,8261
909,52,5755
3546,7,7710
3390,37,2997
2284,31,4358
1745,26,4879
1093,42,8871
2907,18,9414
513,54,3432
1472,31,539
1988,35,1400
854,27,7107
3826,34,9409
2911,26,2887
1290,47,6102
3960,47,4914
1929,31,1132
621,4,1536
28,46,3245
3807,8,2124
852,28,4562
3296,28,7421
2292,9,2839
2810,47,5611
193,18,722
3584,34,3054
2770,46,1483
863,30,5190
470,23,8794
2049,31,4022
1172,33,2099
3724,14,3370
3096,36,8417
1815,22,7977
2664,25,5971
2041,39,2244
1964,2,5191
3471,7,4064
687,14,1455
1526,61,7201
855,55,4806
189,10,3722
2154,59,5231
143,28,8909
1879,61,4287
3784,25,2607
435,59,8226
2580,35,6356
1729,7,5741
1795,53,4276
1219,23,3957
1229,16,4575
2647,24,9393
3863,35,619
1657,44,1951
461,35,8615
2547,46,5627
3648,58,2726
2170,61,3569
1624,29,4979
2910,50,2561
1808,15,8953
1995,52,6323
1299,5,5300
279,3,9977
1314,31,8410
1866,13,8574
522,2,7856
1573,14,3516
1317,27,8631
2353,6,4516
3451,27,5399
2436,28,6638
763,6,4842
1371,46,7481
800,48,3670
188,9,7330
2993,39,3268
173,23,995
1935,12,6872
1999,34,6778
50,26,571
2861,53,6952
3248,3,2461
1631,53,3833
113,22,1211
2094,22,5738
138,40,6807
3477,27,2629
863,4,1340
696,24,5918
2280,13,2410
243,55,2988
2818,36,1103
2355,7,1758
646,28,1796
2699,31,5803
426,15,7576
3438,6,8720
2790,28,5118
1463,28,8214
59,13,4376
2974,23,3755
2505,61,2853
3575,54,3277
3082,12,5513
2208,20,1864
2814,47,6410
3641,50,3853
1865,40,7762
1488,24,7129
255,58,1881
2825,30,3457
1715,20,9349
3682,43,3765
1974,45,1422
2937,41,2343
67,3,6378
2501,20,3872
2090,50,7838
2365,34,7214
2577,6,4080
337,5,2740
2520,8,964
3751,27,9703
2244,8,3420
2543,45,3024
944,61,7067
3334,46,5092
3817,37,8512
1515,43,5789
517,52,5382
3644,52,3449
2760,26,2336
3824,21,5314
1050,39,2517
3215,61,6643
77,7,3594
3080,19,7875
1664,15,9794
3359,43,751
295,47,6395
3191,10,7550
267,28,4776
1305,47,4291
91,16,8646
948,47,5215
2129,4,5117
3712,9,7255
911,36,3677
2767,2,7511
2868,45,4551
1456,21,9539
2861,22,7244
3766,21,9360
3344,35,3854
3877,52,2991
1945,49,2416
1722,32,1708
2148,44,9430
1050,8,2407
2242,15,3106
3123,28,9593
1685,51,1523
1814,30,3264
2746,9,1534
397,2,2734
1187,44,7657
204,39,5332
2101,21,7691
1472,24,5644
3483,60,4640
3635,20,8953
3213,61,7717
224,23,8987
3562,47,8124
1125,9,5833
1312,47,710
3100,51,9839
382,12,772
2596,14,5002
843,16,6644
3659,52,2186
3939,48,8394
1400,3,9553
3499,38,5138
3821,54,8817
1591,52,6070
1644,1,5573
2861,47,8686
1993,26,2531
3323,3,1163
2804,56,9789
2038,38,6280
3930,1,5986
1433,34,2731
578,2,6795
1824,14,1969
1107,33,7575
2688,57,3588
607,58,1259
1200,36,7639
826,56,7687
1152,35,6097
3334,39,4251
1652,20,4905
2944,52,4887
2713,61,599
1330,19,3641
1958,2,4583
487,51,3606
281,46,4801
1817,21,2932
1957,19,6926
1507,10,575
2842,29,3426
2701,59,8041
2263,33,4741
368,47,6596
3590,28,4592
1101,3,4779
405,47,6440
43,40,5826
2916,2,7458
352,13,5567
3995,38,1202
2217,2,624
2605,43,593
3747,26,6917
1818,2,9917
3708,47,6195
1732,5,9881
1103,16,4395
882,24,8363
3353,26,6721
795,52,3446
2372,30,3288
549,19,7037
2990,53,4266
1289,48,8184
2002,26,9228
3484,5,9407
3781,34,9148
602,17,1730
670,8,8338
3132,2,4116
3509,57,2674
693,40,4325
3845,45,9259
1101,49,2608
2816,4,5970
1603,52,2026
2956,3,1104
665,32,5080
3423,41,7897
1364,51,3297
3079,12,9973
400,50,5582
1480,59,1362
1849,2,8582
358,53,5276
2729,36,916
2384,57,8304
827,42,7826
3114,41,8798
490,53,4147
26,27,1731
3881,61,8492
3706,2,1036
2234,31,7594
2081,22,4429
365,27,7758
1210,7,8553
1323,52,2505
1397,36,3975
341,30,1963
1742,43,1635
1504,57,3296
1359,37,2588
3509,54,6310
1852,5,5850
2051,29,4498
371,30,8696
1680,34,4568
2429,23,8075
662,30,4992
3851,51,9283
1656,50,8827
53,49,607
1683,11,7746
1291,8,2066
3198,11,5629
1691,8,3506
2681,36,9913
2381,16,7420
2926,26,7531
2738,5,8201
2660,1,3814
1445,43,6855
2321,40,5129
3146,61,6048
2536,20,6718
922,19,7828
774,50,4820
692,25,7434
319,18,9011
1477,5,7600
1261,61,1669
1768,33,9578
2473,30,5572
3969,12,3461
1901,34,4250
3483,45,2907
1725,13,8430
528,47,6384
2458,57,3451
2679,33,2132
2571,61,4636
1022,59,1561
2626,56,3973
999,40,9365
3785,28,1697
225,35,7150
1436,28,5332
3728,20,2531
177,61,8614
3906,31,4266
3664,32,7007
3515,58,4810
1386,48,4225
1272,30,2784
23,49,8746
197,11,7437
740,21,2022
1441,10,6002
1421,31,2542
1101,38,1960
1547,52,7631
3627,20,1366
2600,14,7828
1848,59,1259
3223,42,8287
2404,8,9278
3941,7,9956
3940,19,4980
553,15,3635
2576,3,5597
1559,22,1373
572,60,6088
3848,22,8161
2899,42,837
2329,34,3010
78,37,9062
577,27,6515
405,50,4424
3507,11,4904
191,22,4678
3912,57,6459
1703,32,4521
733,16,1153
654,52,9441
522,17,4789
1673,41,2965
2050,11,8425
394,7,4948
486,2,9726
3555,49,2516
2386,48,5257
3052,18,7068
3164,17,6952
2826,27,9559
1551,54,910
889,20,2431
693,26,9015
2383,44,4458
2402,16,8361
100,53,930
906,29,1011
1188,42,8691
1135,9,511
954,28,7127
2962,5,1617
1654,23,1740
1819,49,1548
500,28,8263
2320,26,5372
1354,59,2704
362,35,7151
2831,25,7719
2798,23,7999
1292,9,3330
3725,49,9065
443,49,7706
1115,32,3195
365,37,7483
3449,8,8088
813,44,4553
2619,46,2682
2440,38,7920
20,57,3952
1807,50,1510
681,39,3791
53,51,5843
2572,14,2778
3054,2,2743
868,19,9601
2078,41,6866
990,12,4735
2117,39,8095
1085,58,8132
2933,46,2590
2728,27,1102
1079,17,2279
1300,41,502
2719,38,5406
2274,31,1049
1799,2,5833
1454,44,8404
2803,56,9791
710,43,5060
270,61,6468
1153,41,5296
2424,10,2609
3304,57,3959
3498,49,3997
3745,24,6191
54,46,1540
2738,22,9688
709,57,9781
2579,23,9638
2926,59,5785
1163,28,6183
293,45,6136
3129,26,8487
3718,57,1167
3365,56,6904
112,39,815
2026,55,6617
3348,32,6689
3501,26,4587
1204,12,1162
3628,50,7567
2327,27,8971
1393,30,5137
946,43,4084
369,49,5289
353,12,2554
1298,52,8305
2020,48,6434
553,6,1782
2368,20,6462
1665,2,8864
915,56,5466
3233,45,3043
1352,10,5866
790,35,6843
2637,3,2712
586,26,6991
1444,31,4303
3022,47,7457
549,17,7923
1679,23,1331
1374,22,4393
2639,58,1777
3344,55,4869
335,56,5010
1189,58,7530
3479,42,3051
133,27,8141
2948,42,3835
3095,51,1567
997,46,6459
2857,33,9232
3025,58,6578
1602,1,5066
1620,36,561
328,48,1901
3792,45,4220
1739,54,8335
3315,14,7123
1623,40,9800
2179,29,4424
1612,2,1074
3304,23,4314
1008,48,6087
3333,3,6677
2830,12,2311
2228,53,3494
3400,22,4919
1485,27,7793
2700,36,857
1639,55,1436
3749,39,8123
495,11,2862
2089,15,525
3624,33,7673
739,48,6774
2438,25,1696
721,18,4956
3935,59,1767
75,44,2977
1309,32,2075
2521,22,6074
2068,44,3645
2176,57,6762
2182,13,3240
2414,14,2260
67,49,2894
3835,28,6322
1993,60,5088
3968,48,5048
2510,59,2658
3400,3,2154
302,55,9658
1821,59,602
3913,44,3176
512,39,7981
1187,37,3070
928,58,1753
1530,18,9678
2911,50,6526
1603,33,3228
3633,61,8799
3040,31,5625
790,50,916
2251,42,4289
2484,45,6040
2474,61,1973
1324,27,9536
470,3,9476
3972,9,1490
3689,2,4176
1988,40,1609
3898,39,7908
313,50,912
2660,3,9359
3125,55,4110
3708,39,2435
875,33,1085
980,56,8266
2208,2,6678
2398,51,3717
2425,58,8427
2402,58,4073
2425,45,3338
194,2,7964
1179,41,9394
3521,26,8101
2707,37,8001
3118,37,1229
2753,50,5413
2652,51,8310
243,22,6430
1773,56,6696
2474,30,8189
3722,7,5422
3484,54,5364
3231,4,926
1235,57,9082
3661,23,7907
3395,40,618
1468,14,4082
3675,61,5368
2743,47,9748
1518,30,4169
635,43,9082
3646,57,2189
3928,46,4535
2793,19,4143
2790,1,5889
2394,24,8094
2984,61,2344
3690,17,9070
882,34,2306
1910,50,1237
3197,22,1322
874,6,5092
2678,46,3707
1698,48,4717
3899,39,9569
3944,28,1498
292,50,6271
3905,19,6224
39,17,6566
1988,49,2605
2947,12,8323
1519,46,3923
1920,3,6251
2486,53,7006
2446,3,7022
2381,57,9094
2501,31,730
321,7,7547
1446,54,2940
2540,2,6863
503,21,2938
3475,2,809
658,55,8573
2103,51,8668
3318,9,2388
3829,21,6653
3282,25,6060
2201,38,655
2846,32,816
1500,21,7477
837,41,7378
3885,56,9270
781,37,6388
1356,23,5611
1872,5,2372
3596,9,4702
2507,33,905
2488,51,2616
2547,16,8942
3166,60,5553
201,12,4258
711,31,2340
3092,35,1706
3276,37,6138
2187,3,7711
1862,4,2289
3775,50,2708
499,14,3112
3507,24,2396
1637,11,2083
1417,49,8545
325,61,4824
2660,50,4283
1048,40,6168
1962,6,9544
415,32,7509
521,10,3061
3672,31,4748
3284,61,5668
3492,42,6511
3754,29,2793
577,58,1064
2284,1,8307
1774,12,3127
50,31,6353
2523,43,4165
1372,32,523
277,11,4964
1580,10,2582
463,3,1713
401,22,2297
1854,12,1263
2467,46,3862
181,9,5900
3734,12,7205
2828,46,1246
2944,4,2182
1465,7,5548
1593,45,7288
2671,17,2705
3631,59,4641
3949,6,1350
2650,7,1643
1002,3,4217
3359,47,8367
1873,51,9379
3649,2,8590
160,32,3466
1724,54,3385
441,13,7546
260,22,2452
1488,40,1032
2624,56,3134
391,42,4661
2193,50,7970
1709,46,7600
761,6,3293
1314,30,3179
1805,36,5594
1207,11,5168
2023,28,8868
985,54,9256
605,44,2055
1822,57,8299
3533,2,809
626,49,5497
653,56,3093
674,12,5438
1026,8,1561
556,25,8299
1992,20,2305
3660,11,8270
3065,56,4746
2390,11,6792
2646,11,1280
2935,40,3402
2565,30,8099
1848,32,1864
1606,6,7666
56,18,8434
1088,43,2950
224,31,996
3469,9,4391
570,34,8243
1489,12,7623
1378,52,8529
2041,22,9967
1795,56,7918
3129,1,6983
1700,30,1188
686,13,8481
2983,34,5815
3808,30,7094
2722,30,523
3126,1,6772
1639,18,1020
1689,11,7623
177,10,9808
778,56,1108
140,5,5156
2330,6,9893
1573,15,1254
2845,27,4222
773,6,4534
3814,44,2552
1732,10,3492
70,57,7873
980,5,4256
1841,43,6917
1482,56,6251
3984,60,4981
2247,23,9044
303,38,7251
1609,52,1057
2762,27,3652
3636,32,8216
10,44,8221
2072,3,6038
3450,48,6728
671,18,9388
602,51,6830
2228,27,2476
3909,23,7405
2068,48,4972
1303,2,7311
28,33,8857
3528,13,7739
1318,58,4405
1300,26,2285
375,30,6149
2425,19,4817
3345,30,6182
810,61,6123
847,28,1799
34,37,7403
3937,20,3160
2404,52,2988
1934,24,3545
102,6,7977
2741,6,3048
103,43,1793
3899,53,2346
2520,38,4082
15,6,1594
2486,18,916
3240,22,770
1148,58,5020
1610,59,4603
3023,16,3260
879,42,6290
3336,37,8955
253,5,4368
3257,5,1460
1348,13,742
2075,48,4416
3973,38,8849
1799,11,5336
750,23,3943
628,15,3976
1857,54,9044
2726,34,6917
2985,59,1608
2170,30,4730
3326,17,3277
59,29,3095
2942,26,6486
1634,47,8420
227,37,648
603,28,8719
382,8,9743
69,28,4007
3753,35,1014
2553,34,9481
3715,19,9749
3616,2,3824
2092,32,3053
1471,52,713
986,32,5544
3347,50,1000
99,42,4869
3775,9,4811
1527,22,4738
1271,54,4799
2125,54,8792
3101,10,4966
1127,29,7915
138,51,8562
1524,3,7790
3490,15,1619
821,2,2515
534,39,8953
3699,16,2870
3098,38,9460
2332,1,6778
2466,39,3379
3763,56,2093
2814,28,881
131,47,8826
1537,54,1860
2683,17,1910
3460,19,9229
298,31,9520
640,16,6816
3520,56,9326
3453,17,6267
2041,45,1132
3228,13,1948
3671,8,551
1998,19,1269
17,16,7314
1948,25,7341
864,42,8151
1312,34,8631
1638,46,6781
930,36,3584
1711,43,4271
1420,60,7043
1800,40,7851
207,30,7150
3848,8,8714
286,19,7716
852,49,6897
1652,48,7778
1016,15,8204
2351,38,8596
2343,20,9651
3544,12,625
2943,53,9630
3970,20,1128
2671,4,9604
8,39,2134
3542,26,8130
644,2,6545
3562,40,6487
2453,34,2487
230,44,5660
1593,10,7353
1106,38,7392
1887,19,1971
2332,10,6628
776,60,4624
2881,35,1553
3123,52,7792
2895,9,5121
3635,38,750
2422,36,2718
1996,54,6699
945,59,5382
2150,1,7634
2294,45,1445
2851,42,6903
3467,24,2326
1286,61,8886
1314,48,5585
1878,1,7762
3106,53,7230
2043,6,3963
1735,26,1889
1621,34,4607
3882,26,2658
214,40,5103
156,40,4512
3528,36,6388
2813,11,7003
1390,2,5556
248,1,4455
2580,52,3699
2231,51,6701
3534,50,3451
3215,38,1949
2606,39,1607
2584,60,9703
3750,15,8926
2175,4,9376
3303,32,6298
323,44,9295
1042,27,7341
713,28,6900
884,58,7901
2406,52,3926
834,9,4002
3595,22,5439
3836,52,9288
3706,52,7236
1722,13,2600
3222,17,9922
3156,41,8269
3999,3,8551
1147,44,2327
3970,7,2914
2721,33,3680
1450,22,3093
3026,14,3029
1478,56,8747
19,6,4814
2702,56,8781
1316,48,1223
879,61,717
2144,44,9691
1562,50,2086
642,7,7560
1019,2,7738
2215,16,1825
413,55,9416
1059,22,1526
1046,16,9897
1704,41,3719
316,35,2521
1728,31,9146
609,34,539
3784,11,5192
3246,40,9645
1310,11,7587
1121,58,6045
1864,40,2895
3345,60,7419
91,27,4323
3451,35,8313
3751,7,9953
2801,43,4311
3424,15,3557
2073,1,8596
2576,44,9239
526,55,7591
3745,21,1926
1641,42,2993
2821,14,5549
1707,45,7128
1190,2,572
170,52,5173
3259,29,9586
1854,57,3796
1328,24,8985
1767,7,4308
3005,33,8987
2403,28,9323
1331,23,2671
2389,34,8259
2880,47,5722
2357,29,2814
2209,46,7735
1911,11,2501
3916,45,6316
3024,39,2893
1824,52,9013
982,35,1893
2511,27,8562
1448,39,2557
3785,59,3259
2941,28,887
2495,8,8930
1206,41,1880
94,8,5129
3792,15,8089
3894,1,5919
2550,15,5484
1413,53,6293
2398,43,6436
2557,7,8439
3189,47,6915
1889,9,6044
382,28,7960
1594,21,6758
2736,53,8005
2752,54,1350
961,25,2449
2696,12,2986
820,40,5465
590,25,8510
970,53,1323
766,58,2622
3531,13,9674
1023,47,8008
3039,11,6314
1264,1,6762
3455,10,4157
3473,22,6797
1123,2,4852
3184,51,7218
2113,14,8822
1243,10,9636
3976,29,9872
1999,18,5517
2521,14,3533
3479,52,1083
2484,46,1123
3129,49,3377
165,48,4390
315,57,3422
3887,53,8335
1357,26,8559
1239,44,1155
47,22,6872
1205,59,7709
2931,13,7217
2870,58,8345
2205,55,4447
3948,19,9045
1463,1,5826
3631,30,7990
1484,58,5850
2273,43,3348
2885,21,4675
3828,45,6929
2812,7,7330
2598,13,3000
1861,42,8749
1710,4,9386
